Frame,Right_Knee,Left_Knee,Right_Hip,Left_Hip,Spine_Lean
0,72.43806,89.7583,82.376686,80.006386,178.96504
1,71.76715,89.21429,81.494286,79.48339,178.9675
2,71.13799,88.70213,80.7987,78.95726,178.94186
3,70.2991,88.032135,79.80661,78.49118,178.92352
4,69.561676,87.29365,79.02511,77.80362,178.91302
5,68.79253,86.53482,78.13322,77.221954,178.87881
6,67.9198,85.6494,77.03632,76.79429,178.85791
7,67.1859,84.77027,76.00496,76.29853,178.85927
8,66.56493,84.009224,74.84578,75.98917,178.85056
9,66.27563,83.46482,74.04982,75.676704,178.82097
10,66.06766,83.260544,73.10442,75.33535,178.7265
11,66.14653,83.28311,72.22835,75.363815,178.5814
12,66.81981,83.68517,72.07225,75.51273,178.27501
13,67.87795,84.5902,71.93182,75.94317,177.94366
14,69.56554,86.73165,71.87053,77.07006,177.47476
15,72.74006,89.805084,73.05825,78.514565,176.86781
16,76.9744,93.92436,74.78498,81.039314,175.92152
17,82.84713,99.58626,77.62799,84.953354,175.08992
18,88.691246,105.90555,80.77175,89.02698,174.41899
19,94.64528,111.236595,84.43721,91.766014,173.63019
20,100.391464,116.03922,87.85885,93.95581,173.2239
21,106.25768,120.61232,91.30901,95.678246,172.81209
22,112.16897,126.22157,95.8208,97.63932,171.06088
23,116.69285,130.30635,98.18376,98.47431,169.67209
24,120.317055,133.87627,100.548065,99.72655,168.64995
25,124.87204,137.88948,102.94358,101.47669,166.71931
26,129.90356,142.21274,105.028465,103.81214,164.96701
27,135.64386,146.58875,107.5337,106.50283,163.21251
28,141.92902,151.6284,110.49821,109.772026,161.29832
29,148.58351,157.15465,114.46836,113.01632,158.1071
30,154.12448,162.47409,118.097404,116.1521,156.3074
31,157.41853,166.48212,120.07089,118.496056,155.4089
32,159.1694,169.77492,121.84352,120.11007,154.0296
33,160.45152,172.48302,123.17608,121.68589,153.26733
34,162.7991,175.29767,125.278336,123.07252,153.84198
35,163.3787,176.76329,126.441696,123.48924,153.96558
36,163.0327,177.53485,126.91666,124.22638,153.16586
37,163.07191,178.05548,127.098854,124.73355,152.46785
38,163.60915,178.23132,127.44542,125.44304,151.98291
39,163.4687,178.2672,127.932976,125.48014,151.92389
40,163.33508,178.19518,127.95363,126.00649,151.72557
41,163.8635,178.1155,128.27707,126.12618,151.92705
42,165.35182,178.15231,128.60103,126.95077,152.598
43,164.7994,177.69064,128.78297,127.0873,152.31046
44,166.72203,176.02733,129.90285,126.81527,152.28531
45,165.98117,172.16203,129.03491,125.68991,153.27242
46,161.68092,165.8602,126.681015,123.72458,154.2557
47,153.18497,156.62714,124.27162,119.47591,156.46588
48,139.08871,144.73552,120.76292,114.61099,159.22629
49,127.484406,135.17934,117.201065,110.59988,162.43033
50,118.552505,127.87854,114.82121,107.938545,165.36801
51,112.17759,122.74085,112.820015,105.7455,167.3029
52,107.223755,118.82688,110.68706,103.70498,169.0263
53,101.68725,115.51076,108.17553,101.618835,170.62654
54,96.01923,112.41033,105.58857,99.06314,172.19698
55,90.58457,109.743324,102.167435,96.816124,173.46082
56,86.34906,107.4832,98.61576,93.86243,174.39122
57,82.77649,104.77234,95.60888,90.83507,175.12355
58,79.32407,101.72118,92.38331,87.65303,175.82068
59,76.83367,99.171486,89.832115,84.49754,176.46526
60,74.578636,96.8152,87.91545,81.85114,176.96927
61,72.55655,94.660736,85.710464,79.40687,177.31306
62,71.300255,92.99817,84.72213,77.24305,177.6454
63,69.74738,91.68554,83.2092,75.45464,177.81439
64,68.45841,90.56364,82.02598,74.09561,177.9966
65,67.08015,89.660736,80.280426,72.85708,178.03238
66,66.658485,89.19274,79.37663,71.93284,178.20343
67,65.40205,88.1375,77.84787,71.12545,178.27705
68,64.61518,87.392235,76.46908,70.532326,178.49779
69,64.42765,87.42364,76.670616,70.42516,178.50497
70,64.70719,87.6662,76.49507,70.61216,178.58694
71,65.56166,87.90786,77.628334,70.923805,178.75195
72,66.4976,88.120255,78.16511,71.30477,178.90567
73,68.09146,88.71479,79.73791,71.758446,179.07655
74,70.333,89.840034,81.66258,72.73047,179.33206
75,73.75673,91.681496,84.20823,74.53353,179.09172
76,78.28358,94.29714,88.54205,76.98375,178.71579
77,83.74051,97.66651,92.64831,80.57346,178.11789
78,90.12716,101.52374,97.654655,85.54078,177.5394
79,96.86446,106.11186,103.52092,91.73697,177.66577
80,103.98789,111.665565,108.43921,96.94789,178.44403
81,110.821724,117.0284,113.25519,100.948326,178.90227
82,117.54728,123.17154,117.661575,104.643425,178.68225
83,123.99085,128.95427,121.80675,108.25365,178.65535
84,129.08437,134.10803,125.64919,110.978905,178.20627
85,133.28316,138.72807,128.69025,113.24282,176.57617
86,135.88928,143.44946,131.08704,115.88609,174.34996
87,138.62892,148.18616,132.83589,118.44129,171.51251
88,142.6493,152.66922,135.21838,121.26467,169.02576
89,147.00182,157.93619,138.3986,123.79351,166.82799
90,151.02826,162.35484,141.43358,125.7897,165.23817
91,154.27647,165.61346,143.58919,127.02254,163.65619
92,156.58336,167.67416,145.01553,127.31002,163.25249
93,157.68942,168.54451,146.01134,127.672104,163.22691
94,158.91325,169.0114,146.28873,127.751205,163.08662
