Frame,Right_Knee,Left_Knee,Right_Hip,Left_Hip,Spine_Lean
0,86.72083,84.16416,53.83459,52.225037,170.43077
1,86.95817,84.88585,56.59958,56.10032,170.21298
2,90.8161,86.639366,61.442734,59.82425,169.85858
3,86.19946,83.9129,61.797787,65.653465,169.50493
4,85.09836,85.10191,68.376274,74.422295,167.42195
5,86.90547,85.53065,75.32671,85.92606,167.09158
6,102.797554,102.16047,87.44449,107.84534,165.65182
7,115.838104,117.14289,105.78981,136.73987,155.06215
8,121.278305,131.92862,109.19832,145.77278,149.66827
9,129.62799,135.63145,109.21007,150.14902,147.53383
10,135.01842,134.37067,108.91201,151.70135,147.67664
11,136.82576,144.60915,109.274734,154.29704,147.06615
12,136.3751,143.79132,109.297745,155.73898,148.04742
13,136.98624,148.19579,109.70285,157.27061,149.03389
14,137.54097,153.87054,109.43599,158.49928,150.1073
15,138.09346,158.0468,110.177444,160.35179,149.46715
16,138.79987,157.79094,111.23482,162.21753,149.74792
17,133.71605,154.09485,111.658134,162.87769,149.07039
18,137.64532,161.6747,113.47225,163.44841,148.13081
19,143.79657,157.41025,114.17692,162.36809,146.22542
20,140.5025,156.56433,113.99084,161.53702,144.2388
21,143.85568,151.57661,113.19216,159.91814,143.45049
22,139.81662,136.15501,108.91455,158.10477,144.54617
23,142.22809,121.26997,103.712036,151.04262,142.84595
24,120.3819,100.05409,83.127815,129.43314,146.68651
25,125.24964,98.98478,74.89791,118.91796,147.05502
26,114.45589,83.661865,60.60255,98.388695,146.61263
27,93.6406,69.37324,48.669426,86.14213,146.04703
28,86.99474,62.49677,39.44023,78.295746,146.92448
29,77.282196,57.566845,29.178669,70.369095,146.98836
30,66.22018,49.69535,22.776106,65.71809,146.69467
31,57.380116,44.852776,16.672094,60.445995,148.01323
32,44.026283,40.937252,6.3586917,55.709644,148.75641
33,37.2771,38.71021,1.56423,52.84243,150.5397
34,34.444008,37.05761,2.2299361,49.513397,151.68219
35,33.35324,35.891514,5.108947,45.74968,152.94606
36,31.426037,35.113014,4.5107145,44.507378,154.37666
37,30.941591,34.327316,6.81653,42.012306,155.06099
38,30.739914,33.887466,7.786564,42.05455,156.7009
39,30.96977,34.123306,9.527245,41.38241,158.45256
40,32.325867,34.776363,10.37532,41.457714,160.08665
41,30.681475,35.970146,11.631117,42.09421,160.88664
42,31.197605,37.043648,12.508107,42.92248,162.12946
43,30.319359,39.12091,11.125373,44.13381,162.80888
44,32.049484,41.7657,20.149292,43.962776,163.73029
45,33.925934,45.701427,22.923223,45.575714,164.53354
46,31.400776,50.141388,26.616953,50.434353,165.59628
