Frame,Right_Knee,Left_Knee,Right_Hip,Left_Hip,Spine_Lean
0,71.70273,58.97919,94.505165,67.276405,175.10619
1,69.7671,57.3516,91.86966,64.987976,175.44382
2,66.78852,54.335518,88.21655,61.714565,175.77107
3,63.665325,52.609623,84.113625,59.162487,176.42784
4,62.57289,54.77951,82.082405,59.744797,176.89183
5,62.377903,60.2281,81.12445,62.95713,177.64407
6,63.017002,68.496284,81.09649,69.19811,178.74757
7,67.51169,79.72037,84.45089,78.07232,178.98393
8,74.587494,91.91435,89.87359,88.49396,178.17018
9,85.6455,103.485405,97.80196,99.20181,177.71184
10,101.21644,115.73553,108.75094,110.69403,177.55743
11,116.98616,128.20612,120.0807,121.97329,177.46448
12,131.76268,139.0184,130.9338,132.11693,176.8841
13,144.55287,148.00255,141.08757,141.348,176.08273
14,154.95334,154.97357,150.15254,149.84865,175.21071
15,162.75656,159.31244,158.12225,156.95996,174.44032
16,168.31221,161.63173,165.0337,162.3776,173.69963
17,171.31804,163.0745,170.49248,165.64256,173.16559
18,172.3685,164.19554,174.24931,167.14938,172.84787
19,172.5939,164.8289,176.18925,167.5878,172.68457
20,172.69781,165.06458,176.82375,167.70341,172.68187
21,172.46547,165.23123,176.12727,166.79285,172.87587
22,172.1666,164.68913,174.12134,165.71062,173.20932
23,170.22786,164.31192,170.9014,164.30957,173.58998
24,167.1864,162.81317,166.58165,162.29741,173.96587
25,162.15933,161.3996,161.20947,158.96739,174.22217
26,156.11844,157.97836,155.32437,154.33527,174.4532
27,149.02602,153.14824,149.17726,148.21378,174.79025
28,141.00253,146.24887,142.28082,141.18576,175.27693
29,133.17163,138.21199,135.27246,133.49638,175.8743
30,124.85265,129.25316,127.98406,125.15303,176.52829
31,116.28414,119.87416,120.26454,115.87377,177.24388
32,107.79106,110.67636,112.53027,106.19951,177.98685
33,100.254166,101.78437,105.89644,96.47584,178.52899
34,92.52431,92.05154,99.89765,86.887184,179.48074
35,85.57135,82.25691,94.78119,77.28049,178.8424
36,80.265816,73.511185,91.173485,69.00944,177.63437
37,76.06187,66.43103,88.58137,62.826904,176.70811
38,73.26142,63.10217,86.550285,59.32336,176.09932
39,72.19056,63.68647,86.36119,58.84879,175.8521
40,73.44828,67.90936,87.542465,61.60229,175.4465
41,76.47895,75.51577,89.82311,66.891396,175.57817
42,81.49161,85.51964,93.22496,75.46168,175.9822
43,88.775604,95.29292,98.432144,84.951385,176.18376
44,98.104195,104.62323,105.03038,95.62457,176.08644
45,109.11657,115.08102,113.1214,107.809685,175.71211
46,121.19719,126.29168,122.383514,120.51046,175.29956
47,133.4804,135.63602,131.42365,131.61359,175.09715
48,143.63202,142.2871,138.90393,140.11737,175.71759
49,149.86302,146.27432,144.13182,146.24243,176.56932
50,153.0196,148.19112,147.21579,149.81277,177.25696
