Frame,Right_Knee,Left_Knee,Right_Hip,Left_Hip,Spine_Lean
0,155.95314,133.5022,171.93552,143.16165,164.94272
1,156.676,133.41422,171.53789,143.47188,164.73857
2,156.25034,132.94876,171.9648,143.34758,164.73561
3,156.61304,132.41888,171.54962,143.25143,164.56894
4,156.58244,132.32161,172.35374,143.44957,164.31699
5,155.97075,131.38484,173.27994,142.80927,164.11743
6,155.81961,131.2258,173.64278,143.28029,164.14078
7,155.46263,130.97046,174.6366,143.36157,163.58852
8,155.21887,130.19913,175.39134,143.16438,163.26619
9,154.6583,130.14014,176.01556,143.48856,162.717
10,154.31313,129.5391,176.45055,143.60553,162.61617
11,153.53615,129.03683,176.5099,143.51378,162.63698
12,153.06952,128.99223,175.03488,143.59146,162.41525
13,152.32503,129.42479,172.91191,143.8637,162.59058
14,151.85562,129.58263,172.13782,144.14761,162.9229
15,150.56865,130.45464,170.72235,145.72086,162.65521
16,149.79938,130.8281,170.68219,147.00687,163.07303
17,149.59474,131.17554,170.96953,148.4587,163.4622
18,148.7031,132.22998,168.81065,149.63843,163.57768
19,148.28488,133.38593,167.53227,149.89131,163.8821
20,148.02206,134.15552,167.7919,151.25974,164.22075
21,147.5775,134.49564,168.70746,152.45604,164.63802
22,146.49742,134.98376,169.1961,153.64937,165.15106
23,145.94891,135.29015,169.87042,154.9829,165.30399
24,145.32857,135.6721,171.96881,158.02156,165.53293
25,144.55911,137.03462,173.8361,161.95741,165.64752
26,143.15024,138.11777,173.30309,163.91158,165.15376
27,140.25542,140.57489,170.64442,166.6794,164.78084
28,134.895,141.67378,165.47958,166.87914,163.50272
29,127.04151,140.7131,156.66383,161.70052,160.90906
30,120.290825,139.42235,149.50575,153.66283,157.23108
31,118.47468,137.23637,150.54422,154.56177,154.23436
32,116.00559,130.766,148.11717,154.43338,152.38297
33,111.818,125.37965,144.3928,152.44635,149.86679
34,106.76732,117.52487,140.02501,148.01907,148.91599
35,100.86176,107.13219,134.43956,139.49454,149.4583
36,94.29521,96.01456,127.18508,128.66435,150.83104
37,89.610985,85.5557,120.67235,118.06267,152.72644
