Frame,Right_Knee,Left_Knee,Right_Hip,Left_Hip,Spine_Lean
0,168.8521,173.85643,150.11745,161.1565,179.21167
1,168.57112,174.26442,150.13187,161.35121,178.99458
2,167.96194,175.21149,149.96999,161.5008,178.21622
3,167.81483,175.0395,150.13222,161.4756,178.26573
4,167.65915,174.0881,150.42456,161.28447,178.4922
5,167.16559,174.26257,149.80331,161.20929,176.95934
6,167.18367,173.48889,149.82738,160.89148,176.81949
7,166.98323,172.85315,149.7097,160.57916,177.17021
8,166.87347,172.74301,149.45166,160.26973,177.38768
9,167.15904,172.19601,149.19255,159.80312,175.294
10,168.09186,171.54163,148.6113,159.41264,175.0568
11,169.78775,170.37332,148.00256,158.68803,173.7483
12,172.06636,166.13829,147.73291,157.38943,172.88974
13,174.53639,160.25784,146.41261,155.96115,172.66698
14,174.03198,152.17294,143.60583,154.40984,172.59625
15,168.15807,139.90858,139.32082,150.6764,173.52505
16,158.83788,126.98627,133.95459,144.9231,174.31267
17,147.36488,114.44895,127.943344,138.75574,176.19754
18,134.36711,103.38321,121.1268,131.59729,178.86305
19,124.09546,94.48516,115.3703,125.64893,177.75613
20,116.19159,88.20284,111.138855,120.800766,175.23761
21,111.09465,83.80079,108.21722,116.86632,173.78523
22,107.87465,81.846565,106.7036,114.95853,172.20764
23,109.336784,82.176544,106.16592,114.13204,171.65959
24,114.006355,85.21959,107.85574,115.50543,171.33656
25,123.593895,91.68059,111.87054,119.64248,172.83559
26,136.19363,102.162476,118.14937,125.953186,175.17625
27,149.68367,115.0418,125.504074,133.81845,178.18253
28,160.74123,127.9585,132.5565,140.67769,178.99985
29,168.10951,140.18301,138.21942,146.63252,178.0672
30,171.76016,150.6128,142.40048,150.94817,177.13843
31,173.95268,158.49362,145.05618,153.45699,176.21364
32,173.78648,164.95445,146.67194,155.02538,176.08888
33,172.69551,168.55457,147.8847,155.84503,175.9014
34,171.72647,170.68126,148.51471,156.12263,176.70181
35,171.05116,171.87056,149.20894,156.84438,178.06233
36,170.7324,172.56862,149.51823,157.135,179.29388
37,170.51936,173.5829,149.58624,157.55827,179.4318
38,170.5629,173.4979,149.70316,157.53307,178.8846
39,170.68037,173.62206,149.59883,157.71655,177.85297
40,170.38647,174.27611,149.86197,158.13385,176.71657
41,170.49104,173.96349,150.04912,158.07742,176.43927
