Frame,Right_Knee,Left_Knee,Right_Hip,Left_Hip,Spine_Lean
0,146.67445,148.31976,104.39815,101.67586,174.98494
1,143.64682,147.17758,105.221954,101.05004,174.7752
2,145.71716,149.58325,106.17603,104.127815,174.25085
3,145.57228,147.42537,107.01245,102.8053,174.65508
4,145.3487,148.75168,107.87199,104.684586,173.81328
5,146.17511,148.67467,109.25224,105.11418,174.60973
6,148.66896,151.20319,110.61453,105.43078,174.51834
7,146.78938,151.30771,110.35942,107.04772,173.96756
8,146.80902,151.47981,109.40622,104.6252,174.4694
9,148.66718,152.63501,108.81419,104.448296,174.12906
10,149.7787,149.71553,109.57725,109.06501,171.94781
11,151.40434,149.55692,110.715195,109.87693,171.65244
12,152.71712,149.0646,111.31972,111.797035,171.20998
13,150.0203,146.08267,112.03259,111.277664,170.28912
14,144.30788,143.07614,113.24391,111.05809,170.00905
15,138.06186,142.188,110.71783,108.25306,170.81964
16,127.3616,134.3323,105.00924,102.85264,172.63414
17,114.71554,123.87971,97.53595,97.09089,174.46413
18,99.33675,111.07951,89.620674,89.21666,176.41777
19,85.96079,100.31984,81.04474,80.94665,176.31932
20,77.18081,90.842636,73.36401,72.166176,175.20808
21,68.70012,80.67643,65.63672,63.480766,174.83855
22,61.94749,72.11481,59.541775,56.990887,174.50769
23,57.67158,67.417564,56.028095,53.964436,174.32036
24,55.408535,64.270355,54.218914,53.684776,174.09325
25,53.484997,62.575703,54.909306,55.17506,174.10805
26,54.614883,62.528576,57.39255,58.029312,173.57123
27,57.20888,64.91261,61.97719,61.773014,174.37848
28,61.511135,68.239006,67.329384,67.21491,175.00664
29,66.43143,72.09338,73.5095,71.701515,174.88702
30,73.48465,79.32503,80.08864,77.69513,175.66907
31,82.63901,88.3604,87.00781,84.30713,176.82504
32,93.82835,99.196625,94.88355,92.18699,177.25504
33,105.958755,111.802605,102.875,100.06404,174.89493
34,117.772,124.064835,106.57285,105.32424,174.5663
35,129.46626,136.41206,112.741486,111.93209,173.96915
36,137.45027,145.09613,114.22121,116.62233,174.51483
37,143.01712,150.43677,116.6723,119.36837,174.42026
38,145.81004,151.77496,114.342995,115.68565,174.86871
39,148.19373,154.81398,115.998146,115.96835,174.79549
40,150.61879,157.08301,114.66961,114.64742,175.14731
41,152.78438,159.46379,116.29657,115.59766,175.03967
42,153.23972,160.18126,115.7199,114.62527,175.22862
43,154.97699,161.52985,115.73833,115.19455,174.90819
44,155.23395,161.8613,116.547966,115.740364,174.91534
45,156.18004,162.2708,117.781784,116.67951,175.09843
46,155.89522,161.74646,117.28729,116.52727,174.91676
47,155.03822,160.48138,118.21676,116.70842,174.72066
48,152.91118,157.62953,117.86556,115.84656,174.60751
49,149.98431,154.38774,116.78689,114.12799,174.72511
50,144.97107,149.31534,116.53081,114.62188,173.88057
51,137.88132,142.19171,113.05357,111.0784,174.30959
52,125.83101,133.5037,109.77066,108.674225,173.7328
53,114.40269,122.79719,106.398315,104.49346,174.20387
54,104.304855,113.55644,101.669525,99.83881,175.19055
55,95.06497,103.81683,95.65711,93.61464,176.32692
56,86.87769,95.40921,88.602,86.084915,176.8534
