Frame,Right_Knee,Left_Knee,Right_Hip,Left_Hip,Spine_Lean
0,156.46288,165.63817,160.13272,168.52913,177.60747
1,155.92235,165.2437,160.31671,168.26378,177.61903
2,155.13383,164.54272,160.08707,167.33107,177.89104
3,154.42278,163.87947,159.54028,166.13416,178.23685
4,153.27586,162.74731,158.61894,164.29245,178.6738
5,151.79688,161.87491,157.03775,161.96019,178.97282
6,150.01353,160.18256,154.49724,159.36682,178.54868
7,148.42162,157.76689,150.81589,156.43059,177.45462
8,145.60017,154.2007,146.14816,152.34373,176.17935
9,142.61557,148.34608,140.87802,147.09805,174.80804
10,139.53117,141.18492,135.90005,140.94312,173.7853
11,136.4076,134.02408,131.15187,135.0834,173.40648
12,133.33228,126.54237,126.750465,128.69293,173.47372
13,129.18988,117.05031,121.40483,121.10544,173.97556
14,123.64083,106.29796,115.092125,112.940346,174.50981
15,117.01425,95.00525,108.324265,104.15593,174.81071
16,110.623886,85.00952,102.54659,95.92346,174.82823
17,104.09185,76.014725,96.96827,87.70892,174.49925
18,96.70668,68.921394,91.64664,80.93453,174.29118
19,91.337906,64.78205,87.32163,76.118546,173.96259
20,88.02694,63.407383,84.95881,74.156944,173.77089
21,87.651146,62.80373,85.08599,73.28585,173.58658
22,90.96397,64.57516,87.45588,75.11874,173.46162
23,97.705055,69.92937,92.45308,80.0978,173.32715
24,107.44956,78.372055,99.592,87.87796,173.03592
25,116.80396,88.77312,106.91311,96.388535,172.89667
26,124.38676,101.078835,114.00148,106.40944,172.35873
27,129.74039,113.11675,120.278206,115.71692,171.8601
28,133.22195,124.74928,125.25054,125.067604,171.30411
29,136.12686,133.60234,129.3082,132.21071,171.29996
30,138.98741,140.71602,132.73387,137.95566,171.89037
31,142.17992,146.72543,136.22696,142.96625,173.41022
32,145.01343,151.2412,140.1313,147.48283,174.99432
33,146.60187,154.64587,143.75731,151.4,176.60678
34,147.26709,156.9414,146.99629,154.8455,178.04265
35,147.94008,158.78058,149.81926,157.90523,178.92062
36,148.50784,159.84575,151.63547,159.99347,179.15096
37,148.63515,160.4508,153.2242,161.3582,178.84071
38,148.87312,160.99467,154.02153,161.83905,178.5766
39,148.66913,160.8046,154.21584,161.78474,178.40726
40,148.64919,160.88159,153.51932,161.4211,178.40173
41,148.44417,160.52534,152.39323,160.15222,178.48883
42,148.26698,159.65163,150.8475,158.07574,178.57356
43,148.26173,158.38306,148.34473,155.26363,178.19853
44,148.08168,155.89182,145.3312,151.73729,177.35085
45,146.51253,152.57695,141.55592,147.60272,176.11758
46,143.87129,147.83188,138.29024,143.15149,174.70653
47,140.57747,142.03429,135.55013,138.44153,173.75882
48,137.01093,134.72357,131.82578,133.13928,173.18141
49,133.3209,125.60008,127.20687,125.96271,173.3269
50,129.14735,115.4037,121.94821,118.29245,174.12918
51,124.48946,105.009056,116.58325,110.49818,174.64294
52,119.58898,94.55732,111.09639,102.66521,174.95244
53,113.980705,84.58877,105.4142,95.27594,175.0156
54,108.03508,75.437,99.681046,87.33862,175.04124
55,102.55511,68.28699,94.667755,80.829475,174.97029
56,98.48554,63.141094,91.34845,75.77409,174.88269
57,96.44635,60.18234,89.513824,72.543304,174.65068
58,97.17154,60.310123,89.71656,72.273315,174.45479
59,100.57397,62.481434,91.923546,73.74044,174.2232
60,105.76779,67.02552,96.21665,76.93688,174.07202
61,112.59291,74.14516,101.598404,82.32727,173.67943
62,119.00063,82.06733,107.553955,88.116554,173.45914
63,124.63865,91.02522,113.9812,95.03713,172.8945
64,128.50778,101.60542,119.770294,103.79392,172.11737
65,131.04866,112.433136,124.76225,113.29086,171.11263
66,132.64621,122.46278,129.05496,122.51528,170.4898
67,133.84178,130.9982,132.77023,130.25014,170.51604
68,134.85493,138.27515,136.09093,136.57266,171.16591
69,135.71477,144.0516,139.47797,141.73294,172.25348
70,136.44437,149.061,142.9723,146.3046,173.62704
71,137.1418,153.16046,146.01189,150.29044,174.90471
72,137.68396,156.34163,148.10832,154.20953,175.84714
